0.210267 5.1926e-08 1.35338e-09
0.605133 5.08007e-08 8.48829e-10
1 4.91067e-08 5.64458e-09
1.39487 5.38705e-08 8.09323e-09
1.78973 5.28749e-08 4.38474e-10
2.1846 5.14912e-08 4.38805e-09
2.57947 5.19211e-08 2.51579e-09
2.97433 5.18487e-08 4.91153e-09
3.3692 5.14427e-08 3.43577e-09
3.76407 5.10774e-08 4.74702e-09
4.15893 5.23878e-08 4.99336e-09
4.5538 5.07439e-08 4.15681e-09
4.94867 5.05261e-08 4.5589e-09
5.34353 5.04631e-08 4.10579e-09
5.7384 5.07921e-08 4.53828e-09
6.13327 5.08238e-08 4.10433e-09
6.52813 5.0632e-08 4.05901e-09
6.923 5.06345e-08 4.07947e-09
7.31787 5.06297e-08 3.66219e-09
7.71273 5.09482e-08 3.32753e-09
8.1076 4.97972e-08 3.80558e-09
8.50247 5.01025e-08 4.24405e-09
8.89733 4.96562e-08 3.54301e-09
9.2922 4.99586e-08 3.38833e-09
9.68707 4.99038e-08 3.41618e-09
10.0819 4.93449e-08 2.93374e-09
10.4768 5.08894e-08 8.69658e-09
10.8717 5.00281e-08 4.77676e-09
11.2665 5.03167e-08 2.42163e-09
11.6614 4.95793e-08 2.91063e-09
12.0563 5.01098e-08 4.02581e-09
