0.210267 5.09175e-08 2.1548e-09
0.605133 5.00702e-08 2.52876e-09
1 4.7884e-08 1.64009e-09
1.39487 4.90062e-08 2.86445e-09
1.78973 4.88178e-08 1.78213e-09
2.1846 4.79532e-08 3.2421e-09
2.57947 4.78803e-08 2.81529e-09
2.97433 4.78138e-08 2.14173e-09
3.3692 4.77506e-08 1.99037e-09
3.76407 4.77087e-08 2.44685e-09
4.15893 5.16673e-08 4.17644e-09
4.5538 4.96703e-08 2.40914e-09
4.94867 5.08621e-08 3.46503e-09
5.34353 5.01446e-08 3.29262e-09
5.7384 5.08882e-08 2.28922e-09
6.13327 5.03286e-08 3.29933e-09
6.52813 5.01422e-08 2.03911e-09
6.923 4.88191e-08 1.15057e-09
7.31787 4.87918e-08 9.46371e-10
7.71273 4.87821e-08 8.67091e-10
8.1076 4.79225e-08 1.90571e-09
8.50247 4.7658e-08 9.35016e-10
8.89733 4.76254e-08 7.44704e-10
9.2922 4.76963e-08 9.58928e-10
9.68707 4.76848e-08 1.02098e-09
10.0819 4.76158e-08 6.47373e-10
10.4768 4.76541e-08 9.61578e-10
10.8717 4.77336e-08 1.14384e-09
11.2665 4.76633e-08 9.03552e-10
11.6614 4.77003e-08 1.09747e-09
12.0563 4.76518e-08 9.26608e-10
